name,point_mode,raw_point_count,point_count,line_width,grid_line_width,x0,x1,y0,y1
path2,anchors,21,7,4.0,3.990258158792012,453,779,318,459
path3,anchors,21,7,3.0,2.9926936190940086,962,1143,448,494
path5,anchors,9,3,3.0,2.9926936190940086,783,1018,413,464
path6,anchors,93,31,3.0,2.9926936190940086,154,1252,149,544
path7,anchors,9,3,3.0,2.9926936190940086,1077,1247,458,479
